anio,indicador,label,correlacion,ci_lower,ci_upper,p_value,n
2012,aseguramiento,Cobertura de aseguramiento en salud,-0.6000000000000001,-0.9901284183743925,0.8529423788236077,0.3999999999999999,4
2013,aseguramiento,Cobertura de aseguramiento en salud,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2013,formalidad,Cobertura de formalidad,0.4,-0.911505171186323,0.9831367411547317,0.5999999999999999,4
2014,cobertura_bruta,Cobertura bruta educativa,0.2,-0.942197027157889,0.9738905668323076,0.8,4
2014,cobertura_neta,Cobertura neta educativa,-0.6000000000000001,-0.9901284183743925,0.8529423788236077,0.3999999999999999,4
2014,desercion,Deserción escolar,-0.6000000000000001,-0.9901284183743925,0.8529423788236077,0.3999999999999999,4
2014,aprobacion,Aprobación escolar,0.6000000000000001,-0.8529423788236077,0.9901284183743925,0.3999999999999999,4
2014,reprobacion,Reprobación escolar,0.4,-0.911505171186323,0.9831367411547317,0.5999999999999999,4
2014,repitencia,Repitencia escolar,0.8,-0.6969719659970159,0.9956005666760734,0.19999999999999987,4
2014,aseguramiento,Cobertura de aseguramiento en salud,0,-0.882272069179243,0.882272069179243,1,5
2014,formalidad,Cobertura de formalidad,0.29999999999999993,-0.7918638859212639,0.9348377091734659,0.623837664781073,5
2015,cobertura_bruta,Cobertura bruta educativa,0.09999999999999998,-0.8579682077756675,0.9026350958098472,0.8728885715695383,5
2015,cobertura_neta,Cobertura neta educativa,-0.29999999999999993,-0.9348377091734659,0.7918638859212639,0.623837664781073,5
2015,desercion,Deserción escolar,-0.5999999999999999,-0.9692086411846257,0.5997663040248243,0.28475697986529386,5
2015,aprobacion,Aprobación escolar,0.5999999999999999,-0.5997663040248243,0.9692086411846257,0.28475697986529386,5
2015,reprobacion,Reprobación escolar,0,-0.882272069179243,0.882272069179243,1,5
2015,repitencia,Repitencia escolar,0.29999999999999993,-0.7918638859212639,0.9348377091734659,0.623837664781073,5
2015,aseguramiento,Cobertura de aseguramiento en salud,0.4999999999999999,-0.6840163131622514,0.9591544698088542,0.39100221895577053,5
2015,formalidad,Cobertura de formalidad,0.29999999999999993,-0.7918638859212639,0.9348377091734659,0.623837664781073,5
2016,cobertura_bruta,Cobertura bruta educativa,0.3999999999999999,-0.7452923016148975,0.9477889736191483,0.504631575468691,5
2016,cobertura_neta,Cobertura neta educativa,0.4999999999999999,-0.6840163131622514,0.9591544698088542,0.39100221895577053,5
2016,desercion,Deserción escolar,-0.4999999999999999,-0.9591544698088542,0.6840163131622514,0.39100221895577053,5
2016,aprobacion,Aprobación escolar,0.5999999999999999,-0.5997663040248243,0.9692086411846257,0.28475697986529386,5
2016,reprobacion,Reprobación escolar,-0.5999999999999999,-0.9692086411846257,0.5997663040248243,0.28475697986529386,5
2016,repitencia,Repitencia escolar,-0.5999999999999999,-0.9692086411846257,0.5997663040248243,0.28475697986529386,5
2016,aseguramiento,Cobertura de aseguramiento en salud,0.19999999999999996,-0.8284569556824152,0.9199439064115349,0.7470600781046621,5
2016,formalidad,Cobertura de formalidad,0.29999999999999993,-0.7918638859212639,0.9348377091734659,0.623837664781073,5
2017,cobertura_bruta,Cobertura bruta educativa,0.6999999999999998,-0.4766409950503528,0.978166056012135,0.18812040437418734,5
2017,cobertura_neta,Cobertura neta educativa,0.8999999999999998,0.0860766622061657,0.9934378491141873,0.03738607346849875,5
2017,desercion,Deserción escolar,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2017,aprobacion,Aprobación escolar,0.4999999999999999,-0.6840163131622514,0.9591544698088542,0.39100221895577053,5
2017,reprobacion,Reprobación escolar,-0.4999999999999999,-0.9591544698088542,0.6840163131622514,0.39100221895577053,5
2017,repitencia,Repitencia escolar,-0.29999999999999993,-0.9348377091734659,0.7918638859212639,0.623837664781073,5
2017,aseguramiento,Cobertura de aseguramiento en salud,0.09999999999999998,-0.8579682077756675,0.9026350958098472,0.8728885715695383,5
2017,formalidad,Cobertura de formalidad,0.4,-0.911505171186323,0.9831367411547317,0.5999999999999999,4
2018,cobertura_bruta,Cobertura bruta educativa,0.6999999999999998,-0.4766409950503528,0.978166056012135,0.18812040437418734,5
2018,cobertura_neta,Cobertura neta educativa,0.4999999999999999,-0.6840163131622514,0.9591544698088542,0.39100221895577053,5
2018,desercion,Deserción escolar,0,-0.882272069179243,0.882272069179243,1,5
2018,aprobacion,Aprobación escolar,0.09999999999999998,-0.8579682077756675,0.9026350958098472,0.8728885715695383,5
2018,reprobacion,Reprobación escolar,-0.09999999999999998,-0.9026350958098472,0.8579682077756675,0.8728885715695381,5
2018,repitencia,Repitencia escolar,0.6999999999999998,-0.4766409950503528,0.978166056012135,0.18812040437418734,5
2018,aseguramiento,Cobertura de aseguramiento en salud,-0.7999999999999998,-0.9861968915080718,0.2796635171130954,0.10408803866182813,5
2019,cobertura_bruta,Cobertura bruta educativa,0.9999999999999998,0.9984023650909267,0.9999937451417765,3.9718624100816846e-24,5
2019,cobertura_neta,Cobertura neta educativa,0.8999999999999998,0.0860766622061657,0.9934378491141873,0.03738607346849875,5
2019,desercion,Deserción escolar,0.3999999999999999,-0.7452923016148975,0.9477889736191483,0.504631575468691,5
2019,aprobacion,Aprobación escolar,-0.6999999999999998,-0.978166056012135,0.4766409950503528,0.1881204043741875,5
2019,reprobacion,Reprobación escolar,0.6999999999999998,-0.4766409950503528,0.978166056012135,0.18812040437418734,5
2019,repitencia,Repitencia escolar,0.8999999999999998,0.0860766622061657,0.9934378491141873,0.03738607346849875,5
2019,aseguramiento,Cobertura de aseguramiento en salud,-0.4999999999999999,-0.9591544698088542,0.6840163131622514,0.39100221895577053,5
2020,cobertura_bruta,Cobertura bruta educativa,0,-0.882272069179243,0.882272069179243,1,5
